customer_id,churn_date,churn_reason
54878,2025-06-30,Billing issues
54879,2025-06-30,No longer need service
54880,2025-06-30,Price too high
54881,2025-06-30,Billing issues
54882,2025-06-30,Technical problems
54883,2025-06-30,Poor customer service
54884,2025-06-30,Technical problems
54885,2025-06-30,Better offer from competitor
54886,2025-06-30,Service quality issues
54887,2025-06-30,Moving to different region
54888,2025-06-30,Better offer from competitor
54889,2025-06-30,Billing issues
54890,2025-06-30,Price too high
54891,2025-06-30,Service quality issues
54892,2025-06-30,Better offer from competitor
54893,2025-06-30,No longer need service
54894,2025-06-30,Billing issues
54895,2025-06-30,Service quality issues
54896,2025-06-30,Better offer from competitor
54897,2025-06-30,Service quality issues
54898,2025-06-30,Better offer from competitor
54899,2025-06-30,No longer need service
54900,2025-06-30,No longer need service
54901,2025-06-30,Technical problems
54902,2025-06-30,No longer need service
54903,2025-06-30,Moving to different region
54904,2025-06-30,Better offer from competitor
54905,2025-06-30,Technical problems
54906,2025-06-30,Price too high
54907,2025-06-30,Moving to different region
54908,2025-06-30,Poor customer service
54909,2025-06-30,Poor customer service
54910,2025-06-30,Service quality issues
54911,2025-06-30,Service quality issues
54912,2025-06-30,Service quality issues
54913,2025-06-30,Better offer from competitor
54914,2025-06-30,No longer need service
54915,2025-06-30,Technical problems
54916,2025-06-30,No longer need service
54917,2025-06-30,Price too high
54918,2025-06-30,Price too high
54919,2025-06-30,Moving to different region
54920,2025-06-30,Moving to different region
54921,2025-06-30,No longer need service
54922,2025-06-30,Moving to different region
54923,2025-06-30,Billing issues
54924,2025-06-30,Better offer from competitor
54925,2025-06-30,Moving to different region
54926,2025-06-30,Technical problems
54927,2025-06-30,Poor customer service
54928,2025-06-30,Billing issues
54929,2025-06-30,Price too high
54930,2025-06-30,Billing issues
54931,2025-06-30,Better offer from competitor
54932,2025-06-30,Price too high
54933,2025-06-30,Poor customer service
54934,2025-06-30,Billing issues
54935,2025-06-30,Technical problems
54936,2025-06-30,Technical problems
54937,2025-06-30,Moving to different region
54938,2025-06-30,Moving to different region
54939,2025-06-30,Service quality issues
54940,2025-06-30,Moving to different region
54941,2025-06-30,Better offer from competitor
54942,2025-06-30,Billing issues
54943,2025-06-30,Service quality issues
54944,2025-06-30,Better offer from competitor
54945,2025-06-30,Price too high
54946,2025-06-30,No longer need service
54947,2025-06-30,No longer need service
54948,2025-06-30,Price too high
54949,2025-06-30,Poor customer service
54950,2025-06-30,Technical problems
54951,2025-06-30,Billing issues
54952,2025-06-30,Poor customer service
54953,2025-06-30,Better offer from competitor
54954,2025-06-30,Better offer from competitor
54955,2025-06-30,Price too high
54956,2025-06-30,Technical problems
54957,2025-06-30,Billing issues
54958,2025-06-30,Service quality issues
54959,2025-06-30,Better offer from competitor
54960,2025-06-30,Price too high
54961,2025-06-30,Service quality issues
54962,2025-06-30,Billing issues
54963,2025-06-30,Service quality issues
54964,2025-06-30,Better offer from competitor
54965,2025-06-30,Technical problems
54966,2025-06-30,Moving to different region
54967,2025-06-30,Billing issues
54968,2025-06-30,Billing issues
54969,2025-06-30,Service quality issues
54970,2025-06-30,Poor customer service
54971,2025-06-30,Technical problems
54972,2025-06-30,Price too high
54973,2025-06-30,Billing issues
54974,2025-06-30,Billing issues
54975,2025-06-30,Service quality issues
54976,2025-06-30,Price too high
54977,2025-06-30,Poor customer service
54978,2025-06-30,Technical problems
54979,2025-06-30,Billing issues
54980,2025-06-30,Technical problems
54981,2025-06-30,Technical problems
54982,2025-06-30,Moving to different region
54983,2025-06-30,Billing issues
54984,2025-06-30,Billing issues
54985,2025-06-30,Better offer from competitor
54986,2025-06-30,Moving to different region
54987,2025-06-30,Poor customer service
54988,2025-06-30,Service quality issues
54989,2025-06-30,Price too high
54990,2025-06-30,Billing issues
54991,2025-06-30,Service quality issues
54992,2025-06-30,Billing issues
54993,2025-06-30,Moving to different region
54994,2025-06-30,Service quality issues
54995,2025-06-30,Moving to different region
54996,2025-06-30,Moving to different region
54997,2025-06-30,No longer need service
54998,2025-06-30,Moving to different region
54999,2025-06-30,Price too high
55000,2025-06-30,Price too high
55001,2025-06-30,Service quality issues
55002,2025-06-30,Price too high
55003,2025-06-30,Moving to different region
55004,2025-06-30,Technical problems
55005,2025-06-30,Poor customer service
55006,2025-06-30,Billing issues
55007,2025-06-30,Service quality issues
55008,2025-06-30,Moving to different region
55009,2025-06-30,Billing issues
55010,2025-06-30,Price too high
55011,2025-06-30,Price too high
55012,2025-06-30,Technical problems
55013,2025-06-30,Service quality issues
55014,2025-06-30,Price too high
55015,2025-06-30,Moving to different region
55016,2025-06-30,Billing issues
55017,2025-06-30,Technical problems
55018,2025-06-30,Moving to different region
55019,2025-06-30,Poor customer service
55020,2025-06-30,Billing issues
55021,2025-06-30,No longer need service
55022,2025-06-30,Price too high
55023,2025-06-30,Price too high
55024,2025-06-30,Service quality issues
55025,2025-06-30,Technical problems
55026,2025-06-30,No longer need service
55027,2025-06-30,Moving to different region
55028,2025-06-30,Billing issues
55029,2025-06-30,Billing issues
55030,2025-06-30,Price too high
55031,2025-06-30,No longer need service
55032,2025-06-30,No longer need service
55033,2025-06-30,No longer need service
55034,2025-06-30,Technical problems
55035,2025-06-30,No longer need service
55036,2025-06-30,Poor customer service
55037,2025-06-30,Technical problems
55038,2025-06-30,Service quality issues
55039,2025-06-30,Price too high
55040,2025-06-30,Better offer from competitor
55041,2025-06-30,Service quality issues
55042,2025-06-30,No longer need service
55043,2025-06-30,Price too high
55044,2025-06-30,Service quality issues
55045,2025-06-30,Poor customer service
55046,2025-06-30,Better offer from competitor
55047,2025-06-30,Service quality issues
55048,2025-06-30,Service quality issues
55049,2025-06-30,Poor customer service
55050,2025-06-30,Moving to different region
55051,2025-06-30,Technical problems
55052,2025-06-30,Poor customer service
55053,2025-06-30,Better offer from competitor
55054,2025-06-30,No longer need service
55055,2025-06-30,Price too high
55056,2025-06-30,Technical problems
55057,2025-06-30,No longer need service
55058,2025-06-30,Service quality issues
55059,2025-06-30,Service quality issues
55060,2025-06-30,Better offer from competitor
55061,2025-06-30,Price too high
55062,2025-06-30,Technical problems
55063,2025-06-30,Poor customer service
55064,2025-06-30,Better offer from competitor
55065,2025-06-30,Technical problems
55066,2025-06-30,No longer need service
55067,2025-06-30,Poor customer service
55068,2025-06-30,Better offer from competitor
55069,2025-06-30,Better offer from competitor
55070,2025-06-30,Better offer from competitor
55071,2025-06-30,Poor customer service
55072,2025-06-30,Service quality issues
55073,2025-06-30,No longer need service
55074,2025-06-30,Service quality issues
55075,2025-06-30,Poor customer service
55076,2025-06-30,Technical problems
55077,2025-06-30,Technical problems
55078,2025-06-30,Billing issues
55079,2025-06-30,Poor customer service
55080,2025-06-30,Poor customer service
55081,2025-06-30,Moving to different region
55082,2025-06-30,Moving to different region
55083,2025-06-30,Moving to different region
55084,2025-06-30,Moving to different region
55085,2025-06-30,No longer need service
55086,2025-06-30,Moving to different region
55087,2025-06-30,Price too high
55088,2025-06-30,Billing issues
55089,2025-06-30,Technical problems
55090,2025-06-30,Price too high
55091,2025-06-30,Price too high
55092,2025-06-30,No longer need service
55093,2025-06-30,Technical problems
55094,2025-06-30,Billing issues
55095,2025-06-30,No longer need service
55096,2025-06-30,Better offer from competitor
55097,2025-06-30,Better offer from competitor
55098,2025-06-30,Service quality issues
55099,2025-06-30,Price too high
55100,2025-06-30,Moving to different region
55101,2025-06-30,Billing issues
55102,2025-06-30,Better offer from competitor
55103,2025-06-30,No longer need service
55104,2025-06-30,No longer need service
55105,2025-06-30,Technical problems
55106,2025-06-30,Better offer from competitor
55107,2025-06-30,Price too high
55108,2025-06-30,No longer need service
55109,2025-06-30,No longer need service
55110,2025-06-30,Poor customer service
55111,2025-06-30,Technical problems
55112,2025-06-30,Service quality issues
55113,2025-06-30,Moving to different region
55114,2025-06-30,Technical problems
55115,2025-06-30,No longer need service
55116,2025-06-30,Poor customer service
55117,2025-06-30,Poor customer service
55118,2025-06-30,Billing issues
55119,2025-06-30,Moving to different region
55120,2025-06-30,Price too high
55121,2025-06-30,Service quality issues
55122,2025-06-30,Moving to different region
55123,2025-06-30,Moving to different region
55124,2025-06-30,Moving to different region
55125,2025-06-30,No longer need service
55126,2025-06-30,Service quality issues
55127,2025-06-30,Poor customer service
55128,2025-06-30,Service quality issues
55129,2025-06-30,Billing issues
55130,2025-06-30,No longer need service
55131,2025-06-30,Price too high
55132,2025-06-30,Better offer from competitor
55133,2025-06-30,Moving to different region
55134,2025-06-30,Price too high
55135,2025-06-30,Poor customer service
55136,2025-06-30,Moving to different region
55137,2025-06-30,Poor customer service
55138,2025-06-30,Better offer from competitor
55139,2025-06-30,Billing issues
55140,2025-06-30,Service quality issues
55141,2025-06-30,Moving to different region
55142,2025-06-30,No longer need service
55143,2025-06-30,Poor customer service
55144,2025-06-30,No longer need service
55145,2025-06-30,Technical problems
55146,2025-06-30,No longer need service
55147,2025-06-30,Price too high
55148,2025-06-30,No longer need service
55149,2025-06-30,Better offer from competitor
55150,2025-06-30,No longer need service
55151,2025-06-30,Better offer from competitor
55152,2025-06-30,Billing issues
55153,2025-06-30,Poor customer service
55154,2025-06-30,No longer need service
55155,2025-06-30,No longer need service
55156,2025-06-30,Billing issues
55157,2025-06-30,Service quality issues
55158,2025-06-30,Billing issues
55159,2025-06-30,Moving to different region
55160,2025-06-30,No longer need service
55161,2025-06-30,Price too high
55162,2025-06-30,Better offer from competitor
55163,2025-06-30,Billing issues
55164,2025-06-30,Billing issues
55165,2025-06-30,Better offer from competitor
55166,2025-06-30,Poor customer service
55167,2025-06-30,Better offer from competitor
55168,2025-06-30,Price too high
55169,2025-06-30,Billing issues
55170,2025-06-30,Moving to different region
55171,2025-06-30,Moving to different region
55172,2025-06-30,Billing issues
55173,2025-06-30,Poor customer service
55174,2025-06-30,Poor customer service
55175,2025-06-30,Price too high
55176,2025-06-30,No longer need service
55177,2025-06-30,No longer need service
55178,2025-06-30,Price too high
55179,2025-06-30,Service quality issues
55180,2025-06-30,Moving to different region
55181,2025-06-30,Technical problems
55182,2025-06-30,Billing issues
55183,2025-06-30,Moving to different region
55184,2025-06-30,Better offer from competitor
55185,2025-06-30,Poor customer service
55186,2025-06-30,No longer need service
55187,2025-06-30,Service quality issues
55188,2025-06-30,No longer need service
55189,2025-06-30,Billing issues
55190,2025-06-30,Moving to different region
55191,2025-06-30,Billing issues
55192,2025-06-30,Better offer from competitor
55193,2025-06-30,No longer need service
55194,2025-06-30,Moving to different region
55195,2025-06-30,Billing issues
55196,2025-06-30,Poor customer service
55197,2025-06-30,Technical problems
55198,2025-06-30,Better offer from competitor
55199,2025-06-30,Poor customer service
55200,2025-06-30,Poor customer service
55201,2025-06-30,Service quality issues
55202,2025-06-30,Moving to different region
55203,2025-06-30,Price too high
55204,2025-06-30,Poor customer service
55205,2025-06-30,Moving to different region
55206,2025-06-30,Service quality issues
55207,2025-06-30,Price too high
55208,2025-06-30,Technical problems
55209,2025-06-30,Better offer from competitor
55210,2025-06-30,Service quality issues
55211,2025-06-30,Better offer from competitor
55212,2025-06-30,Better offer from competitor
55213,2025-06-30,Better offer from competitor
55214,2025-06-30,No longer need service
55215,2025-06-30,Better offer from competitor
55216,2025-06-30,Technical problems
55217,2025-06-30,Better offer from competitor
55218,2025-06-30,Price too high
55219,2025-06-30,Price too high
55220,2025-06-30,No longer need service
55221,2025-06-30,Moving to different region
55222,2025-06-30,Better offer from competitor
55223,2025-06-30,No longer need service
55224,2025-06-30,Moving to different region
55225,2025-06-30,Better offer from competitor
55226,2025-06-30,Technical problems
55227,2025-06-30,Better offer from competitor
55228,2025-06-30,Better offer from competitor
55229,2025-06-30,Price too high
55230,2025-06-30,Poor customer service
55231,2025-06-30,Moving to different region
55232,2025-06-30,Technical problems
55233,2025-06-30,No longer need service
55234,2025-06-30,Billing issues
55235,2025-06-30,Billing issues
55236,2025-06-30,Price too high
55237,2025-06-30,Service quality issues
55238,2025-06-30,No longer need service
55239,2025-06-30,Better offer from competitor
55240,2025-06-30,Technical problems
55241,2025-06-30,No longer need service
55242,2025-06-30,Service quality issues
55243,2025-06-30,Billing issues
55244,2025-06-30,No longer need service
55245,2025-06-30,Service quality issues
55246,2025-06-30,Price too high
55247,2025-06-30,Service quality issues
55248,2025-06-30,Better offer from competitor
55249,2025-06-30,No longer need service
55250,2025-06-30,Price too high
55251,2025-06-30,Moving to different region
55252,2025-06-30,Service quality issues
55253,2025-06-30,Better offer from competitor
55254,2025-06-30,Price too high
55255,2025-06-30,Better offer from competitor
55256,2025-06-30,No longer need service
55257,2025-06-30,Technical problems
55258,2025-06-30,Moving to different region
55259,2025-06-30,No longer need service
55260,2025-06-30,Service quality issues
55261,2025-06-30,Poor customer service
55262,2025-06-30,Moving to different region
55263,2025-06-30,Poor customer service
55264,2025-06-30,Billing issues
55265,2025-06-30,Price too high
55266,2025-06-30,No longer need service
55267,2025-06-30,No longer need service
55268,2025-06-30,No longer need service
55269,2025-06-30,Billing issues
55270,2025-06-30,Price too high
55271,2025-06-30,Moving to different region
55272,2025-06-30,Price too high
55273,2025-06-30,Moving to different region
55274,2025-06-30,Better offer from competitor
55275,2025-06-30,No longer need service
55276,2025-06-30,Poor customer service
55277,2025-06-30,Service quality issues
55278,2025-06-30,Service quality issues
55279,2025-06-30,Billing issues
55280,2025-06-30,Poor customer service
55281,2025-06-30,Moving to different region
55282,2025-06-30,Technical problems
55283,2025-06-30,Price too high
55284,2025-06-30,Billing issues
55285,2025-06-30,No longer need service
55286,2025-06-30,No longer need service
55287,2025-06-30,Technical problems
55288,2025-06-30,Service quality issues
55289,2025-06-30,Service quality issues
55290,2025-06-30,Technical problems
55291,2025-06-30,Technical problems
55292,2025-06-30,No longer need service
55293,2025-06-30,Better offer from competitor
55294,2025-06-30,Moving to different region
55295,2025-06-30,Poor customer service
55296,2025-06-30,Price too high
55297,2025-06-30,Technical problems
55298,2025-06-30,Better offer from competitor
55299,2025-06-30,Poor customer service
55300,2025-06-30,Billing issues
55301,2025-06-30,Billing issues
55302,2025-06-30,Technical problems
55303,2025-06-30,Poor customer service
55304,2025-06-30,Billing issues
55305,2025-06-30,Billing issues
55306,2025-06-30,Price too high
55307,2025-06-30,No longer need service
55308,2025-06-30,Technical problems
55309,2025-06-30,Better offer from competitor
55310,2025-06-30,Service quality issues
55311,2025-06-30,Technical problems
55312,2025-06-30,No longer need service
55313,2025-06-30,Moving to different region
55314,2025-06-30,Better offer from competitor
55315,2025-06-30,Service quality issues
55316,2025-06-30,Better offer from competitor
55317,2025-06-30,Price too high
55318,2025-06-30,Technical problems
55319,2025-06-30,Technical problems
55320,2025-06-30,Service quality issues
55321,2025-06-30,Better offer from competitor
55322,2025-06-30,Price too high
55323,2025-06-30,Price too high
55324,2025-06-30,Service quality issues
55325,2025-06-30,Technical problems
55326,2025-06-30,Better offer from competitor
55327,2025-06-30,No longer need service
55328,2025-06-30,Technical problems
55329,2025-06-30,Poor customer service
55330,2025-06-30,Technical problems
55331,2025-06-30,Price too high
55332,2025-06-30,Poor customer service
55333,2025-06-30,No longer need service
55334,2025-06-30,Service quality issues
55335,2025-06-30,No longer need service
55336,2025-06-30,No longer need service
55337,2025-06-30,Price too high
55338,2025-06-30,Billing issues
55339,2025-06-30,Moving to different region
55340,2025-06-30,Service quality issues
55341,2025-06-30,Service quality issues
55342,2025-06-30,Billing issues
55343,2025-06-30,No longer need service
55344,2025-06-30,Price too high
55345,2025-06-30,Price too high
55346,2025-06-30,Technical problems
55347,2025-06-30,Better offer from competitor
55348,2025-06-30,No longer need service
55349,2025-06-30,Technical problems
55350,2025-06-30,Billing issues
55351,2025-06-30,Price too high
55352,2025-06-30,Technical problems
55353,2025-06-30,Price too high
55354,2025-06-30,Technical problems
55355,2025-06-30,Moving to different region
55356,2025-06-30,No longer need service
55357,2025-06-30,Poor customer service
55358,2025-06-30,Poor customer service
55359,2025-06-30,Service quality issues
55360,2025-06-30,Poor customer service
55361,2025-06-30,Price too high
55362,2025-06-30,Better offer from competitor
55363,2025-06-30,Technical problems
55364,2025-06-30,Technical problems
55365,2025-06-30,Service quality issues
55366,2025-06-30,Better offer from competitor
55367,2025-06-30,Price too high
55368,2025-06-30,Poor customer service
55369,2025-06-30,Price too high
55370,2025-06-30,Technical problems
55371,2025-06-30,Better offer from competitor
55372,2025-06-30,Moving to different region
55373,2025-06-30,Service quality issues
55374,2025-06-30,Service quality issues
55375,2025-06-30,Billing issues
55376,2025-06-30,Price too high
55377,2025-06-30,No longer need service
55378,2025-06-30,Technical problems
55379,2025-06-30,Better offer from competitor
55380,2025-06-30,Moving to different region
55381,2025-06-30,Service quality issues
55382,2025-06-30,Poor customer service
55383,2025-06-30,Billing issues
55384,2025-06-30,Service quality issues
55385,2025-06-30,No longer need service
55386,2025-06-30,Better offer from competitor
55387,2025-06-30,No longer need service
55388,2025-06-30,No longer need service
55389,2025-06-30,Price too high
55390,2025-06-30,Price too high
55391,2025-06-30,Poor customer service
55392,2025-06-30,Better offer from competitor
55393,2025-06-30,Price too high
55394,2025-06-30,Moving to different region
55395,2025-06-30,No longer need service
55396,2025-06-30,Better offer from competitor
55397,2025-06-30,Poor customer service
55398,2025-06-30,Billing issues
55399,2025-06-30,Service quality issues
55400,2025-06-30,Price too high
55401,2025-06-30,Poor customer service
55402,2025-06-30,Billing issues
55403,2025-06-30,Billing issues
55404,2025-06-30,Price too high
55405,2025-06-30,Technical problems
55406,2025-06-30,No longer need service
55407,2025-06-30,Better offer from competitor
55408,2025-06-30,Moving to different region
55409,2025-06-30,Better offer from competitor
55410,2025-06-30,Billing issues
55411,2025-06-30,Better offer from competitor
55412,2025-06-30,Billing issues
55413,2025-06-30,Service quality issues
55414,2025-06-30,Better offer from competitor
55415,2025-06-30,Technical problems
55416,2025-06-30,Moving to different region
55417,2025-06-30,No longer need service
55418,2025-06-30,Moving to different region
55419,2025-06-30,No longer need service
55420,2025-06-30,Service quality issues
55421,2025-06-30,Technical problems
55422,2025-06-30,Billing issues
55423,2025-06-30,No longer need service
55424,2025-06-30,Better offer from competitor
55425,2025-06-30,Technical problems
55426,2025-06-30,Price too high
55427,2025-06-30,Technical problems
55428,2025-06-30,Better offer from competitor
55429,2025-06-30,Moving to different region
55430,2025-06-30,Poor customer service
55431,2025-06-30,Service quality issues
55432,2025-06-30,No longer need service
55433,2025-06-30,Service quality issues
55434,2025-06-30,No longer need service
55435,2025-06-30,Price too high
55436,2025-06-30,No longer need service
55437,2025-06-30,Service quality issues
55438,2025-06-30,Poor customer service
55439,2025-06-30,Price too high
55440,2025-06-30,Moving to different region
55441,2025-06-30,Service quality issues
55442,2025-06-30,Better offer from competitor
55443,2025-06-30,Better offer from competitor
55444,2025-06-30,Price too high
55445,2025-06-30,Better offer from competitor
55446,2025-06-30,Technical problems
55447,2025-06-30,Moving to different region
55448,2025-06-30,Poor customer service
55449,2025-06-30,No longer need service
55450,2025-06-30,Billing issues
55451,2025-06-30,Price too high
55452,2025-06-30,Poor customer service
55453,2025-06-30,Billing issues
55454,2025-06-30,Price too high
55455,2025-06-30,Poor customer service
55456,2025-06-30,No longer need service
55457,2025-06-30,Better offer from competitor
55458,2025-06-30,Billing issues
55459,2025-06-30,Moving to different region
55460,2025-06-30,Poor customer service
55461,2025-06-30,Billing issues
55462,2025-06-30,Moving to different region
55463,2025-06-30,Poor customer service
55464,2025-06-30,Technical problems
55465,2025-06-30,Poor customer service
55466,2025-06-30,Price too high
55467,2025-06-30,Technical problems
55468,2025-06-30,Price too high
55469,2025-06-30,Moving to different region
55470,2025-06-30,Moving to different region
55471,2025-06-30,Moving to different region
55472,2025-06-30,Billing issues
55473,2025-06-30,Billing issues
55474,2025-06-30,Technical problems
55475,2025-06-30,Better offer from competitor
55476,2025-06-30,Service quality issues
55477,2025-06-30,Moving to different region
55478,2025-06-30,Poor customer service
55479,2025-06-30,Better offer from competitor
55480,2025-06-30,Moving to different region
55481,2025-06-30,Technical problems
55482,2025-06-30,Better offer from competitor
55483,2025-06-30,Poor customer service
55484,2025-06-30,Poor customer service
55485,2025-06-30,Poor customer service
55486,2025-06-30,Better offer from competitor
55487,2025-06-30,Better offer from competitor
55488,2025-06-30,Service quality issues
55489,2025-06-30,Price too high
55490,2025-06-30,Service quality issues
55491,2025-06-30,Poor customer service
55492,2025-06-30,Billing issues
55493,2025-06-30,Price too high
55494,2025-06-30,Service quality issues
55495,2025-06-30,Poor customer service
55496,2025-06-30,Billing issues
55497,2025-06-30,Better offer from competitor
55498,2025-06-30,Moving to different region
55499,2025-06-30,Better offer from competitor
55500,2025-06-30,No longer need service
55501,2025-06-30,Poor customer service
55502,2025-06-30,Service quality issues
55503,2025-06-30,Better offer from competitor
55504,2025-06-30,Better offer from competitor
55505,2025-06-30,Better offer from competitor
55506,2025-06-30,Price too high
55507,2025-06-30,Poor customer service
55508,2025-06-30,Better offer from competitor
55509,2025-06-30,Technical problems
55510,2025-06-30,Service quality issues
55511,2025-06-30,Moving to different region
55512,2025-06-30,No longer need service
55513,2025-06-30,Technical problems
55514,2025-06-30,No longer need service
55515,2025-06-30,Technical problems
55516,2025-06-30,Billing issues
55517,2025-06-30,Service quality issues
55518,2025-06-30,Billing issues
55519,2025-06-30,No longer need service
55520,2025-06-30,Billing issues
55521,2025-06-30,Price too high
55522,2025-06-30,Poor customer service
55523,2025-06-30,Moving to different region
55524,2025-06-30,Poor customer service
55525,2025-06-30,Technical problems
55526,2025-06-30,Price too high
55527,2025-06-30,Technical problems
55528,2025-06-30,Service quality issues
55529,2025-06-30,Price too high
55530,2025-06-30,No longer need service
55531,2025-06-30,Poor customer service
55532,2025-06-30,Technical problems
55533,2025-06-30,Poor customer service
55534,2025-06-30,Service quality issues
55535,2025-06-30,Price too high
55536,2025-06-30,Moving to different region
55537,2025-06-30,Billing issues
55538,2025-06-30,Poor customer service
55539,2025-06-30,No longer need service
55540,2025-06-30,Better offer from competitor
55541,2025-06-30,Poor customer service
55542,2025-06-30,Moving to different region
55543,2025-06-30,Poor customer service
55544,2025-06-30,Price too high
55545,2025-06-30,Technical problems
55546,2025-06-30,Moving to different region
55547,2025-06-30,Moving to different region
55548,2025-06-30,No longer need service
55549,2025-06-30,Service quality issues
55550,2025-06-30,Better offer from competitor
55551,2025-06-30,Billing issues
55552,2025-06-30,Price too high
55553,2025-06-30,Moving to different region
55554,2025-06-30,Price too high
55555,2025-06-30,Better offer from competitor
55556,2025-06-30,Technical problems
55557,2025-06-30,No longer need service
55558,2025-06-30,Better offer from competitor
55559,2025-06-30,Billing issues
55560,2025-06-30,Moving to different region
55561,2025-06-30,Price too high
55562,2025-06-30,Poor customer service
55563,2025-06-30,Better offer from competitor
55564,2025-06-30,Service quality issues
55565,2025-06-30,Price too high
55566,2025-06-30,Service quality issues
55567,2025-06-30,No longer need service
55568,2025-06-30,Moving to different region
55569,2025-06-30,Technical problems
55570,2025-06-30,Billing issues
55571,2025-06-30,Better offer from competitor
55572,2025-06-30,Service quality issues
55573,2025-06-30,Better offer from competitor
55574,2025-06-30,Poor customer service
55575,2025-06-30,Price too high
55576,2025-06-30,Service quality issues
55577,2025-06-30,Moving to different region
55578,2025-06-30,No longer need service
55579,2025-06-30,No longer need service
55580,2025-06-30,Technical problems
55581,2025-06-30,Better offer from competitor
55582,2025-06-30,Better offer from competitor
55583,2025-06-30,Moving to different region
55584,2025-06-30,Service quality issues
55585,2025-06-30,Billing issues
55586,2025-06-30,Billing issues
55587,2025-06-30,Poor customer service
55588,2025-06-30,Moving to different region
55589,2025-06-30,Billing issues
55590,2025-06-30,Better offer from competitor
55591,2025-06-30,Service quality issues
55592,2025-06-30,Moving to different region
55593,2025-06-30,Technical problems
55594,2025-06-30,Moving to different region
55595,2025-06-30,Better offer from competitor
55596,2025-06-30,Technical problems
55597,2025-06-30,Technical problems
55598,2025-06-30,Service quality issues
55599,2025-06-30,Billing issues
55600,2025-06-30,Moving to different region
55601,2025-06-30,Better offer from competitor
55602,2025-06-30,Price too high
55603,2025-06-30,Billing issues
55604,2025-06-30,Billing issues
55605,2025-06-30,Poor customer service
55606,2025-06-30,Billing issues
55607,2025-06-30,Technical problems
55608,2025-06-30,Moving to different region
55609,2025-06-30,Moving to different region
55610,2025-06-30,Billing issues
55611,2025-06-30,Moving to different region
55612,2025-06-30,Technical problems
55613,2025-06-30,Technical problems
55614,2025-06-30,Moving to different region
55615,2025-06-30,Moving to different region
55616,2025-06-30,Technical problems
55617,2025-06-30,Price too high
55618,2025-06-30,No longer need service
55619,2025-06-30,Billing issues
55620,2025-06-30,Price too high
55621,2025-06-30,Price too high
55622,2025-06-30,Moving to different region
55623,2025-06-30,Moving to different region
55624,2025-06-30,No longer need service
55625,2025-06-30,Technical problems
55626,2025-06-30,Technical problems
55627,2025-06-30,Billing issues
55628,2025-06-30,Poor customer service
55629,2025-06-30,Price too high
55630,2025-06-30,Billing issues
55631,2025-06-30,Technical problems
55632,2025-06-30,Better offer from competitor
55633,2025-06-30,No longer need service
55634,2025-06-30,Billing issues
55635,2025-06-30,Better offer from competitor
55636,2025-06-30,Service quality issues
55637,2025-06-30,Service quality issues
55638,2025-06-30,Poor customer service
55639,2025-06-30,Billing issues
55640,2025-06-30,Moving to different region
55641,2025-06-30,Technical problems
55642,2025-06-30,Service quality issues
55643,2025-06-30,Billing issues
55644,2025-06-30,No longer need service
55645,2025-06-30,Service quality issues
55646,2025-06-30,Technical problems
55647,2025-06-30,Technical problems
55648,2025-06-30,Price too high
55649,2025-06-30,Better offer from competitor
55650,2025-06-30,Poor customer service
55651,2025-06-30,Billing issues
55652,2025-06-30,Service quality issues
55653,2025-06-30,Service quality issues
55654,2025-06-30,Better offer from competitor
55655,2025-06-30,Technical problems
55656,2025-06-30,Moving to different region
55657,2025-06-30,Billing issues
55658,2025-06-30,No longer need service
55659,2025-06-30,Moving to different region
55660,2025-06-30,Billing issues
55661,2025-06-30,No longer need service
55662,2025-06-30,Better offer from competitor
55663,2025-06-30,Poor customer service
55664,2025-06-30,Service quality issues
55665,2025-06-30,Better offer from competitor
55666,2025-06-30,Service quality issues
55667,2025-06-30,Billing issues
55668,2025-06-30,Poor customer service
55669,2025-06-30,Technical problems
55670,2025-06-30,Price too high
55671,2025-06-30,Technical problems
55672,2025-06-30,Price too high
55673,2025-06-30,Technical problems
55674,2025-06-30,Poor customer service
55675,2025-06-30,Poor customer service
55676,2025-06-30,Moving to different region
55677,2025-06-30,Moving to different region
55678,2025-06-30,Price too high
55679,2025-06-30,Technical problems
55680,2025-06-30,Billing issues
55681,2025-06-30,Service quality issues
55682,2025-06-30,Better offer from competitor
55683,2025-06-30,Service quality issues
55684,2025-06-30,Poor customer service
55685,2025-06-30,Poor customer service
55686,2025-06-30,Better offer from competitor
55687,2025-06-30,Better offer from competitor
55688,2025-06-30,Billing issues
55689,2025-06-30,Price too high
55690,2025-06-30,Billing issues
55691,2025-06-30,Moving to different region
55692,2025-06-30,Technical problems
55693,2025-06-30,Price too high
55694,2025-06-30,Price too high
55695,2025-06-30,Technical problems
55696,2025-06-30,Technical problems
55697,2025-06-30,Technical problems
55698,2025-06-30,Technical problems
55699,2025-06-30,Moving to different region
55700,2025-06-30,No longer need service
55701,2025-06-30,Poor customer service
55702,2025-06-30,No longer need service
55703,2025-06-30,Moving to different region
55704,2025-06-30,Price too high
55705,2025-06-30,Moving to different region
55706,2025-06-30,Billing issues
55707,2025-06-30,Poor customer service
55708,2025-06-30,Price too high
55709,2025-06-30,Better offer from competitor
55710,2025-06-30,Service quality issues
55711,2025-06-30,Poor customer service
55712,2025-06-30,Better offer from competitor
55713,2025-06-30,No longer need service
55714,2025-06-30,Moving to different region
55715,2025-06-30,Price too high
55716,2025-06-30,Price too high
55717,2025-06-30,Billing issues
